sum,OBJECTID,admin0Name,Shape_Leng,admin1Pcod,admin2Pcod,admin0Pcod,admin2Name,admin1Name,Shape_Area,Shape_Le_1,system:index
125971.22072680041,2051,Niger,4.57746806381,NE02,NE0206,NE,N'Guigmi,Diffa,0.819014563898,4.57746806381,000000000000000000ff
283287.2666182406,2017,Niger,2.93448180603,NE03,NE0301,NE,Boboye,Dosso,0.254754757938,2.93448180603,000000000000000000dd
120970.80266222112,2023,Niger,1.75337533107,NE03,NE0302,NE,Dioundiou,Dosso,0.130881208462,1.75122692201,000000000000000000e3
408554.6164481818,2024,Niger,3.86020536778,NE03,NE0303,NE,Dogondoutchi,Dosso,0.686278900051,3.86823563004,000000000000000000e4
541224.2670474389,2025,Niger,5.56160450187,NE03,NE0304,NE,Dosso,Dosso,0.745711804404,5.56238749779,000000000000000000e5
116343.61649270711,2027,Niger,1.88660377383,NE03,NE0305,NE,Falmey,Dosso,0.128243976323,1.87475145873,000000000000000000e7
302519.2142797546,2029,Niger,2.19466136058,NE03,NE0306,NE,Gaya,Dosso,0.206817220576,2.1663515772,000000000000000000e9
187438.01074922975,2041,Niger,3.07827421193,NE03,NE0307,NE,Loga,Dosso,0.236034217946,3.07827421193,000000000000000000f5
278206.82474820374,2064,Niger,2.32533933259,NE03,NE0308,NE,Tibiri,Dosso,0.230827436091,2.32757991685,0000000000000000010c
247292.95000298816,2006,Niger,1.77239203707,NE04,NE0401,NE,Aguié,Maradi,0.146325927208,1.77239203707,000000000000000000d2
133673.6803328308,2014,Niger,3.30451823401,NE04,NE0402,NE,Bermo,Maradi,0.477084168807,3.30451823401,000000000000000000da
708015.5204464204,2020,Niger,6.14999208347,NE04,NE0403,NE,Dakoro,Maradi,0.899059781132,6.14999208347,000000000000000000e0
233094.18885080298,2030,Niger,1.43539871032,NE04,NE0404,NE,Gazaoua,Maradi,0.0812596169156,1.43539871032,000000000000000000ea
700376.23948221,2034,Niger,3.41664044079,NE04,NE0405,NE,Guidan Roumdji,Maradi,0.389656448237,3.41664044079,000000000000000000ee
455128.35388418456,2043,Niger,2.63305901317,NE04,NE0406,NE,Madarounfa,Maradi,0.305824304929,2.63305901168,000000000000000000f7
